timestamp,datetime,period,city,matched_asns,as_path,as_path_length,sorm_ases,classification,prefixes,next_hop,origin,peer_as,peer_ip
1646208254,2022-03-02T08:04:14,kherson_dark_2022,Mariupol,AS6849,28634 → 37468 → 3356 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.216.131,IGP,28634,187.16.216.131
1646208255,2022-03-02T08:04:15,kherson_dark_2022,Mariupol,AS6849,23106 → 10429 → 12956 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.217.59,IGP,23106,187.16.217.59
1646208255,2022-03-02T08:04:15,kherson_dark_2022,Mariupol,AS6849,23106 → 52320 → 4230 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.217.110,IGP,23106,187.16.217.110
1646208255,2022-03-02T08:04:15,kherson_dark_2022,Mariupol,AS6849,28186 → 12956 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.219.51,IGP,28186,187.16.219.51
1646208255,2022-03-02T08:04:15,kherson_dark_2022,Mariupol,AS6849,199524 → 12956 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.222.229,IGP,199524,187.16.222.229
1646208255,2022-03-02T08:04:15,kherson_dark_2022,Mariupol,AS6849,199524 → 12956 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,187.16.222.229,IGP,199524,187.16.222.229
1646208255,2022-03-02T08:04:15,kherson_dark_2022,Mariupol,AS6849,28634 → 37468 → 3356 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.216.131,IGP,28634,187.16.216.131
1646208255,2022-03-02T08:04:15,kherson_dark_2022,Mariupol,AS6849,267613 → 3356 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.220.80,IGP,267613,187.16.220.80
1646208255,2022-03-02T08:04:15,kherson_dark_2022,Mariupol,AS6849,267613 → 1299 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,187.16.220.80,IGP,267613,187.16.220.80
1646208255,2022-03-02T08:04:15,kherson_dark_2022,Mariupol,AS6849,267613 → 52320 → 4230 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.220.80,IGP,267613,187.16.220.80
1646208255,2022-03-02T08:04:15,kherson_dark_2022,Mariupol,AS6849,28634 → 37468 → 3356 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.216.209,IGP,28634,187.16.216.209
1646208255,2022-03-02T08:04:15,kherson_dark_2022,Mariupol,AS6849,28634 → 37468 → 3356 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.216.209,IGP,28634,187.16.216.209
1646208256,2022-03-02T08:04:16,kherson_dark_2022,Mariupol,AS6849,22548 → 3549 → 3356 → 1299 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.217.17,IGP,22548,187.16.217.17
1646208256,2022-03-02T08:04:16,kherson_dark_2022,Mariupol,AS6849,28186 → 12956 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.223.133,IGP,28186,187.16.223.133
1646208256,2022-03-02T08:04:16,kherson_dark_2022,Mariupol,AS6849,28186 → 3549 → 3356 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,11,,neutral,213.156.64.0/19,187.16.223.133,IGP,28186,187.16.223.133
1646208256,2022-03-02T08:04:16,kherson_dark_2022,Mariupol,AS6849,28186 → 3549 → 3356 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.223.133,IGP,28186,187.16.223.133
1646208256,2022-03-02T08:04:16,kherson_dark_2022,Mariupol,AS6849,28186 → 3549 → 3356 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.219.51,IGP,28186,187.16.219.51
1646208256,2022-03-02T08:04:16,kherson_dark_2022,Mariupol,AS6849,28186 → 3549 → 3356 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,11,,neutral,213.156.64.0/19,187.16.219.51,IGP,28186,187.16.219.51
1646208257,2022-03-02T08:04:17,kherson_dark_2022,Mariupol,AS6849,23106 → 52320 → 3491 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.217.110,IGP,23106,187.16.217.110
1646208257,2022-03-02T08:04:17,kherson_dark_2022,Mariupol,AS6849,267613 → 52320 → 4230 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.220.80,IGP,267613,187.16.220.80
1646208257,2022-03-02T08:04:17,kherson_dark_2022,Mariupol,AS6849,267613 → 52320 → 3491 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.220.80,IGP,267613,187.16.220.80
1646208257,2022-03-02T08:04:17,kherson_dark_2022,Mariupol,AS6849,16735 → 1299 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,187.16.217.48,IGP,16735,187.16.217.48
1646208259,2022-03-02T08:04:19,kherson_dark_2022,Mariupol,AS6849,22548 → 3549 → 3356 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.217.17,IGP,22548,187.16.217.17
1646208261,2022-03-02T08:04:21,kherson_dark_2022,Mariupol,AS6849,28186 → 7738 → 12956 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.219.51,IGP,28186,187.16.219.51
1646208261,2022-03-02T08:04:21,kherson_dark_2022,Mariupol,AS6849,28186 → 7738 → 12956 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.223.133,IGP,28186,187.16.223.133
1646208261,2022-03-02T08:04:21,kherson_dark_2022,Mariupol,AS6849,28634 → 37468 → 12956 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.216.209,IGP,28634,187.16.216.209
1646208262,2022-03-02T08:04:22,kherson_dark_2022,Mariupol,AS6849,28634 → 37468 → 12956 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.216.131,IGP,28634,187.16.216.131
1646208262,2022-03-02T08:04:22,kherson_dark_2022,Mariupol,AS6849,263152 → 28329 → 13786 → 12956 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,12,,neutral,213.156.64.0/19,187.16.222.107,IGP,263152,187.16.222.107
1646208262,2022-03-02T08:04:22,kherson_dark_2022,Mariupol,AS6849,263152 → 28329 → 13786 → 12956 → 174 → 6849 → 13053,7,,neutral,213.156.73.0/24,187.16.222.107,IGP,263152,187.16.222.107
1646208263,2022-03-02T08:04:23,kherson_dark_2022,Mariupol,AS6849,267613 → 52320 → 6461 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,11,,neutral,213.156.64.0/19,187.16.220.80,IGP,267613,187.16.220.80
1646208264,2022-03-02T08:04:24,kherson_dark_2022,Mariupol,AS6849,23106 → 10429 → 12956 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,11,,neutral,213.156.64.0/19,187.16.217.59,IGP,23106,187.16.217.59
1646208264,2022-03-02T08:04:24,kherson_dark_2022,Mariupol,AS6849,23106 → 52320 → 6461 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,11,,neutral,213.156.64.0/19,187.16.217.110,IGP,23106,187.16.217.110
1646208264,2022-03-02T08:04:24,kherson_dark_2022,Mariupol,AS6849,28186 → 7738 → 12956 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,11,,neutral,213.156.64.0/19,187.16.219.51,IGP,28186,187.16.219.51
1646208264,2022-03-02T08:04:24,kherson_dark_2022,Mariupol,AS6849,28186 → 7738 → 12956 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,11,,neutral,213.156.64.0/19,187.16.223.133,IGP,28186,187.16.223.133
1646208265,2022-03-02T08:04:25,kherson_dark_2022,Mariupol,AS6849,263237 → 16397 → 26615 → 6762 → 174 → 6849 → 13053,7,,neutral,213.156.73.0/24,187.16.222.45,IGP,263237,187.16.222.45
1646208266,2022-03-02T08:04:26,kherson_dark_2022,Mariupol,AS6849,23106 → 52320 → 2914 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.217.110,IGP,23106,187.16.217.110
1646208266,2022-03-02T08:04:26,kherson_dark_2022,Mariupol,AS6849,267613 → 52320 → 2914 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.220.80,IGP,267613,187.16.220.80
1646208272,2022-03-02T08:04:32,kherson_dark_2022,Mariupol,AS6849,52814 → 52579 → 10429 → 12956 → 174 → 6849 → 13053,7,,neutral,213.156.73.0/24,187.16.210.177,IGP,52814,187.16.210.177
1646208273,2022-03-02T08:04:33,kherson_dark_2022,Mariupol,AS6849,24482 → 6453 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.208.144,IGP,24482,187.16.208.144
1646208273,2022-03-02T08:04:33,kherson_dark_2022,Mariupol,AS6849,24482 → 6453 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,187.16.208.144,IGP,24482,187.16.208.144
1646208273,2022-03-02T08:04:33,kherson_dark_2022,Mariupol,AS6849,28634 → 37468 → 174 → 3356 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.216.131,IGP,28634,187.16.216.131
1646208273,2022-03-02T08:04:33,kherson_dark_2022,Mariupol,AS6849,28634 → 37468 → 174 → 3356 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.216.209,IGP,28634,187.16.216.209
1646208273,2022-03-02T08:04:33,kherson_dark_2022,Mariupol,AS6849,13786 → 5511 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,187.16.217.161,IGP,13786,187.16.217.161
1646208273,2022-03-02T08:04:33,kherson_dark_2022,Mariupol,AS6849,13786 → 5511 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.217.161,IGP,13786,187.16.217.161
1646208274,2022-03-02T08:04:34,kherson_dark_2022,Mariupol,AS6849,28186 → 7738 → 52320 → 6461 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,12,,neutral,213.156.64.0/19,187.16.223.133,IGP,28186,187.16.223.133
1646208274,2022-03-02T08:04:34,kherson_dark_2022,Mariupol,AS6849,28186 → 7738 → 52320 → 2914 → 174 → 6849 → 13053,7,,neutral,213.156.73.0/24,187.16.223.133,IGP,28186,187.16.223.133
1646208275,2022-03-02T08:04:35,kherson_dark_2022,Mariupol,AS6849,28186 → 7738 → 52320 → 6461 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,12,,neutral,213.156.64.0/19,187.16.219.51,IGP,28186,187.16.219.51
1646208275,2022-03-02T08:04:35,kherson_dark_2022,Mariupol,AS6849,28186 → 7738 → 52320 → 2914 → 174 → 6849 → 13053,7,,neutral,213.156.73.0/24,187.16.219.51,IGP,28186,187.16.219.51
1646208275,2022-03-02T08:04:35,kherson_dark_2022,Mariupol,AS6849,53070 → 2914 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.216.102,IGP,53070,187.16.216.102
1646208275,2022-03-02T08:04:35,kherson_dark_2022,Mariupol,AS6849,53070 → 10429 → 12956 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,11,,neutral,213.156.64.0/19,187.16.216.102,IGP,53070,187.16.216.102
1646208276,2022-03-02T08:04:36,kherson_dark_2022,Mariupol,AS6849,264479 → 61568 → 26615 → 6762 → 174 → 6849 → 13053,7,,neutral,213.156.73.0/24,187.16.222.156,IGP,264479,187.16.222.156
1646208279,2022-03-02T08:04:39,kherson_dark_2022,Mariupol,AS6849,23106 → 52320 → 6461 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,11,,neutral,213.156.64.0/19,187.16.217.59,IGP,23106,187.16.217.59
1646208279,2022-03-02T08:04:39,kherson_dark_2022,Mariupol,AS6849,23106 → 52320 → 2914 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.217.59,IGP,23106,187.16.217.59
1646208284,2022-03-02T08:04:44,kherson_dark_2022,Mariupol,AS6849,23106 → 52320 → 6461 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.217.59,IGP,23106,187.16.217.59
1646208284,2022-03-02T08:04:44,kherson_dark_2022,Mariupol,AS6849,23106 → 52320 → 6461 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.217.110,IGP,23106,187.16.217.110
1646208284,2022-03-02T08:04:44,kherson_dark_2022,Mariupol,AS6849,267613 → 52320 → 6461 → 174 → 6849 → 13053,6,,neutral,213.156.73.0/24,187.16.220.80,IGP,267613,187.16.220.80
1646208288,2022-03-02T08:04:48,kherson_dark_2022,Mariupol,AS6849,28186 → 7738 → 52320 → 6461 → 174 → 6849 → 13053,7,,neutral,213.156.73.0/24,187.16.223.133,IGP,28186,187.16.223.133
1646208288,2022-03-02T08:04:48,kherson_dark_2022,Mariupol,AS6849,28186 → 7738 → 52320 → 6461 → 174 → 6849 → 13053,7,,neutral,213.156.73.0/24,187.16.219.51,IGP,28186,187.16.219.51
1646208292,2022-03-02T08:04:52,kherson_dark_2022,Mariupol,AS6849,23106 → 52320 → 4230 → 28513 → 3491 → 174 → 6849 → 13053,8,,neutral,213.156.73.0/24,187.16.217.110,IGP,23106,187.16.217.110
1646208292,2022-03-02T08:04:52,kherson_dark_2022,Mariupol,AS6849,263152 → 28329 → 13786 → 5511 → 174 → 6849 → 13053,7,,neutral,213.156.73.0/24,187.16.222.107,IGP,263152,187.16.222.107
1646208292,2022-03-02T08:04:52,kherson_dark_2022,Mariupol,AS6849,263152 → 28329 → 13786 → 5511 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,12,,neutral,213.156.64.0/19,187.16.222.107,IGP,263152,187.16.222.107
1646208293,2022-03-02T08:04:53,kherson_dark_2022,Mariupol,AS6849,23106 → 52320 → 4230 → 28513 → 3491 → 174 → 6849 → 13053,8,,neutral,213.156.73.0/24,187.16.217.59,IGP,23106,187.16.217.59
1646208293,2022-03-02T08:04:53,kherson_dark_2022,Mariupol,AS6849,267613 → 52320 → 4230 → 28513 → 3491 → 174 → 6849 → 13053,8,,neutral,213.156.73.0/24,187.16.220.80,IGP,267613,187.16.220.80
1646208193,2022-03-02T08:03:13,kherson_dark_2022,Mariupol,AS6849,52320 → 174 → 6849 → 13053,4,,neutral,213.156.73.0/24,198.32.242.254,IGP,52320,198.32.242.254
1646208193,2022-03-02T08:03:13,kherson_dark_2022,Mariupol,AS6849,199524 → 174 → 6849 → 13053,4,,neutral,213.156.73.0/24,198.32.243.133,IGP,199524,198.32.243.133
1646208217,2022-03-02T08:03:37,kherson_dark_2022,Mariupol,AS6849,51185 → 3356 → 1299 → 6849 → 13053,5,,neutral,213.156.73.0/24,198.32.243.181,INCOMPLETE,51185,198.32.243.181
1646208219,2022-03-02T08:03:39,kherson_dark_2022,Mariupol,AS6849,20080 → 2914 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,198.32.242.55,IGP,20080,198.32.242.55
1646208219,2022-03-02T08:03:39,kherson_dark_2022,Mariupol,AS6849,199524 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,9,,neutral,213.156.64.0/19,198.32.243.133,IGP,199524,198.32.243.133
1646208225,2022-03-02T08:03:45,kherson_dark_2022,Mariupol,AS6849,52320 → 1299 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,198.32.242.254,IGP,52320,198.32.242.254
1646208235,2022-03-02T08:03:55,kherson_dark_2022,Mariupol,AS6849,199524 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,9,,neutral,213.156.64.0/19,198.32.243.133,IGP,199524,198.32.243.133
1646208236,2022-03-02T08:03:56,kherson_dark_2022,Mariupol,AS6849,20080 → 2914 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,198.32.242.55,IGP,20080,198.32.242.55
1646208236,2022-03-02T08:03:56,kherson_dark_2022,Mariupol,AS6849,20080 → 2914 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,198.32.242.55,IGP,20080,198.32.242.55
1646208247,2022-03-02T08:04:07,kherson_dark_2022,Mariupol,AS6849,51185 → 3356 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,198.32.243.181,INCOMPLETE,51185,198.32.243.181
1646208247,2022-03-02T08:04:07,kherson_dark_2022,Mariupol,AS6849,51185 → 3356 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,198.32.243.181,INCOMPLETE,51185,198.32.243.181
1646208247,2022-03-02T08:04:07,kherson_dark_2022,Mariupol,AS6849,199524 → 1299 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,198.32.243.133,IGP,199524,198.32.243.133
1646208247,2022-03-02T08:04:07,kherson_dark_2022,Mariupol,AS6849,199524 → 3257 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,198.32.243.133,IGP,199524,198.32.243.133
1646208248,2022-03-02T08:04:08,kherson_dark_2022,Mariupol,AS6849,20080 → 2914 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,198.32.242.55,IGP,20080,198.32.242.55
1646208248,2022-03-02T08:04:08,kherson_dark_2022,Mariupol,AS6849,20080 → 2914 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,198.32.242.55,IGP,20080,198.32.242.55
1646208249,2022-03-02T08:04:09,kherson_dark_2022,Mariupol,AS6849,20080 → 2914 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,198.32.242.55,IGP,20080,198.32.242.55
1646208253,2022-03-02T08:04:13,kherson_dark_2022,Mariupol,AS6849,199524 → 1299 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,198.32.243.133,IGP,199524,198.32.243.133
1646208254,2022-03-02T08:04:14,kherson_dark_2022,Mariupol,AS6849,52320 → 3491 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,198.32.242.254,IGP,52320,198.32.242.254
1646208254,2022-03-02T08:04:14,kherson_dark_2022,Mariupol,AS6849,199524 → 3257 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,198.32.243.133,IGP,199524,198.32.243.133
1646208254,2022-03-02T08:04:14,kherson_dark_2022,Mariupol,AS6849,199524 → 2914 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,198.32.243.133,IGP,199524,198.32.243.133
1646208254,2022-03-02T08:04:14,kherson_dark_2022,Mariupol,AS6849,199524 → 1299 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,198.32.243.133,IGP,199524,198.32.243.133
1646208256,2022-03-02T08:04:16,kherson_dark_2022,Mariupol,AS6849,199524 → 12956 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,198.32.243.133,IGP,199524,198.32.243.133
1646208263,2022-03-02T08:04:23,kherson_dark_2022,Mariupol,AS6849,52320 → 6461 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,198.32.242.254,IGP,52320,198.32.242.254
1646208263,2022-03-02T08:04:23,kherson_dark_2022,Mariupol,AS6849,20080 → 2914 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,198.32.242.55,IGP,20080,198.32.242.55
1646208265,2022-03-02T08:04:25,kherson_dark_2022,Mariupol,AS6849,52320 → 2914 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,198.32.242.254,IGP,52320,198.32.242.254
1646208265,2022-03-02T08:04:25,kherson_dark_2022,Mariupol,AS6849,199524 → 6453 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,198.32.243.133,IGP,199524,198.32.243.133
1646208283,2022-03-02T08:04:43,kherson_dark_2022,Mariupol,AS6849,52320 → 6461 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,198.32.242.254,IGP,52320,198.32.242.254
1646208292,2022-03-02T08:04:52,kherson_dark_2022,Mariupol,AS6849,52320 → 4230 → 28513 → 3491 → 174 → 6849 → 13053,7,,neutral,213.156.73.0/24,198.32.242.254,IGP,52320,198.32.242.254
1646208191,2022-03-02T08:03:11,kherson_dark_2022,Mariupol,AS6849,29680 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,9,,neutral,213.156.64.0/19,193.242.98.141,IGP,29680,193.242.98.141
1646208222,2022-03-02T08:03:42,kherson_dark_2022,Mariupol,AS6849,29680 → 3257 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,193.242.98.141,IGP,29680,193.242.98.141
1646208252,2022-03-02T08:04:12,kherson_dark_2022,Mariupol,AS6849,29680 → 3257 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,193.242.98.141,IGP,29680,193.242.98.141
